coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Dec 01 13:36:28 +0000 2022,,,,4,1598310060530221057,KrzysztofLipiec,1598273769793097728,372699903,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@KrzysztofLipiec Ciekawe co powiecie o przejebanych przez was dwóch mld zł na elektrownię Wlw Ostrołęce? Kto miał zarobić, brat @Tchorzewski_K który sprowadzał węgiel z Rosji? Ile pisowsicy posłów na tym się dorobiło?",https://twitter.com/GajewskaEdyta/status/1598310060530221057,Thu Jan 28 15:41:05 +0000 2016,4857553197,false,Wolność i niezależność dla każdego człowieka.,69317,473,871,9,,edyta,GajewskaEdyta,13826,,,false
,Thu Dec 01 14:41:03 +0000 2022,,,,0,1598326312871104512,NikaaLodz,1598229068218273792,1582266602736713700,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@NikaaLodz @gen_brygady Przypomnij kto do portu sprowadził węgiel błoto z którego można bałwana lepić,a nikt go nie chciał odbierać bo to był zwykly odpad ???",https://twitter.com/ukasz68577710/status/1598326312871104512,Wed Dec 29 23:05:36 +0000 2021,1476328462130548742,true,,341,1,29,0,,Łukasz,ukasz68577710,686,,,false
,Thu Dec 01 17:34:02 +0000 2022,,https://twitter.com/Dyskusyjny2/status/1598369847901097997/photo/1,,4,1598369847901097997,,,,pl,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Film stary jak węgiel, a robi robotę 😁 https://t.co/qKlXTZc8Bz",https://twitter.com/Dyskusyjny2/status/1598369847901097997,Wed Aug 18 19:56:12 +0000 2021,1428083262140846080,false,"Nie trawię fundamentalizmu, ekstremizmu i plaskoziemców.
Dyskusja = argumenty.
Bez F4F.
Stary, ale nowy 😎
Nie obserwuj - nie warto 🤷‍♂️
Fan Whyskey 🙂",17528,467,481,4,"Dolnośląskie, Polska",Robert S🇵🇱🇪🇺,Dyskusyjny2,9837,,,false
,Thu Dec 01 14:09:12 +0000 2022,,,,1,1598318300223750146,JKowalski_posel,1598311432591908864,1150329318633017300,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@JKowalski_posel A wy trujacy wegiel,https://twitter.com/forestinababina/status/1598318300223750146,Mon Oct 04 16:56:50 +0000 2021,1445070097375277060,false,,13353,113,246,3,,Bajarka,forestinababina,16365,,,false
,Thu Dec 01 17:21:14 +0000 2022,,,,12,1598366625958268928,Dfuz07,1598304337876652032,4831135179,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Dfuz07 @SzczesniakA I dlatego odcinamy się od jedynego nośnika energii jakim jest polski węgiel. Importując drogi prąd lub gaz z całego świata jesteśmy niezależni. To się na pewno uda.,https://twitter.com/AlbertSzpilman/status/1598366625958268928,Fri Jul 08 14:13:33 +0000 2022,1545410224282009601,false,,52675,190,570,0,,Albert Szpilman,AlbertSzpilman,4570,,,false
,Thu Dec 01 16:27:57 +0000 2022,,,,2,1598353217297031169,HolinkaPis,1597962480411901953,1218835840656429000,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@HolinkaPis @MK1963r Po Chińskim Covid'19 i wojnie Putina 😡😡
Polacy w dalszym mają pracę, chleb, węgiel, Wojsko Polskie, WOT 👊🇵🇱 

Schetyna! A co by było, gdyby PO-PSL, Zieloni, Razem, 205O, Lewica i X... Teraz w tych trudnych czasach rządzili...",https://twitter.com/Jarek04555692/status/1598353217297031169,Fri Sep 09 21:44:37 +0000 2022,1568354636339224576,false,"Ojców mowy Ojców wiary Brońmy zgodnie Młody Stary!

Gazeta Olsztyńska Rok XLIII",4445,885,1192,0,Św. Warmia 🙏 ,Jarek,Jarek04555692,2495,,,false
,Thu Dec 01 16:32:36 +0000 2022,,,,0,1598354387407372288,jgendek,1598351792592617473,1332532700,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@jgendek Jesteśmy na nieformalnej wojnie z Helmutami od kilku lat.Większość debili tego nie rozumie.Nasz węgiel jest dużo tańszy od ich witraków .Muszą zrobić co się da przy pomocy UE ,żeby ustawami zrobić naszą gospodarkę bardziej nieopłacalną od nich.",https://twitter.com/leoncjodefalco/status/1598354387407372288,Tue Feb 13 16:36:40 +0000 2018,963451867454951424,false,On/jej/z pępka basen/,11157,1455,759,17,Bielsko vs Biała,Tede Gtz,leoncjodefalco,53008,,,false
,Thu Dec 01 14:41:37 +0000 2022,,,,0,1598326455372496898,mblaszczak,1598286161088319488,138048156,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@mblaszczak gdzie jest nasz węgiel dlaczego burzycie i zasypujecie nasze kopalnie skurwysyny bandyci złodzieje pisowskie delegalizacja i więzienie dla was,https://twitter.com/EdKowall/status/1598326455372496898,Sat Jan 01 18:46:24 +0000 2022,1477350404593750017,false,xyz;;;,3741,23,29,4,,Ed Kowall,EdKowall,13408,,,false
,Thu Dec 01 15:40:44 +0000 2022,,,,1,1598341333449678850,ArturLacki,1597953795862167553,1224251094928367600,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ArturLacki @NewsPlatforma @Leszczyna @MKierwinski @CichonJanusz @_UrbaniakJ @DariuszRosati To chcesz przeznaczyć 750 mln zł na kredyty, węgiel i jedzenie? Komu pan dasz tę kasę? Ach świerzbią łapki …",https://twitter.com/DomKatar/status/1598341333449678850,Tue Mar 22 19:45:04 +0000 2016,712364492324270081,false,"ANTYKOMUNISTKA.Bóg,Honor, Ojczyzna.Gardzę kłamstwem tchórzostwem. Prawa strona na zawsze. Wnuczka Sybiraka i wypędzonych przez komunistów Zabużan. ❤️Wyżły.",25865,2018,3417,10,,DomTwój Jadwiga 🇵🇱 🇵🇱🇵🇱,DomKatar,14608,,,false
,Thu Dec 01 16:04:16 +0000 2022,,,,4,1598347256234708992,AgataAdamek,1598295382446215168,361782645,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AgataAdamek U POlszewików musi być cienko,jak takimi pierdami się zajmują, gdzie rtęć, gdzie węgiel, gdzie dzieci z Adamowa.😂",https://twitter.com/krowaikurczak/status/1598347256234708992,Sat Mar 03 12:58:27 +0000 2018,969919934368231425,true,,48109,177,273,4,,Roman Styczeń,krowaikurczak,19403,,,false
,Thu Dec 01 14:41:40 +0000 2022,,,"https://lodz.wyborcza.pl/lodz/7,35136,29209422,wegiel-przyjechal-od-1-grudnia-mozna-go-kupic-w-mpo-ile-kosztuje.html",0,1598326468941172737,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Węgiel przyjechał. Ale to wciąż mało.
https://t.co/A0gDTp90Gr",https://twitter.com/Wyborcza_Lodz/status/1598326468941172737,Thu Jan 20 13:53:17 +0000 2011,240679766,false,"Oficjalne konto łódzkiej redakcji Gazety Wyborczej.
Agora S.A. przetwarza dane w związku z prowadzeniem profilu. Więcej: https://t.co/3EWlZBUUQ0",151,3497,157,39,"Łódź, Polska",Wyborcza.pl Łódź,Wyborcza_Lodz,15598,,http://lodz.wyborcza.pl,false
,Thu Dec 01 14:24:27 +0000 2022,węgiel łódzkie Skierniewice Łódź ekologia społeczeństwo dystrybucja,,"https://radiolodz.pl/wegiel-w-lodzkiem-dystrybucja,118602/",0,1598322136485093381,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Koszt tony węgla, dystrybuowanego przez samorządy, nie może być wyższy niż 2 tys. zł.

https://t.co/NOMF54JUJJ

#węgiel #łódzkie #Skierniewice #Łódź #ekologia #społeczeństwo #dystrybucja",https://twitter.com/radiolodz/status/1598322136485093381,Tue Jul 03 11:37:26 +0000 2012,625490650,false,"Regionalna Rozgłośnia Polskiego Radia w Łodzi, ul. Narutowicza 130. Nadajemy na falach UKF: * 99,2 MHz - Łódź * 96,7 MHz - Sieradz * 101,1 MHz - Wieluń",285,5506,784,58,Polska,Radio Łódź,radiolodz,18589,,http://www.radiolodz.pl,false
,Thu Dec 01 14:22:44 +0000 2022,,,,0,1598321706027941888,JKowalski_posel,1598297559772336128,1150329318633017300,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@JKowalski_posel Rządzisz chamie przez osiem lat i teraz sobie przypomniałeś. A węgiel od ruskich to kto kupował? Nie za rządów twoich i innych popapranych,https://twitter.com/Anastaz24145772/status/1598321706027941888,Sat Feb 26 17:01:14 +0000 2022,1497617490288988166,true,,1188,6,12,3,,Anastazja,Anastaz24145772,2397,,,false
,Thu Dec 01 15:41:30 +0000 2022,,,,1,1598341525741748230,BogdanKlich,1598247284558688257,1055997816,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@BogdanKlich @Leszczyna Prawie 2 miliardy zl,na Kancelarie premiera Morawieckiego,brakuje pieniedzy na leczenie ,na oddluzenie szpitali,cora drozsze lekarstwa,energia,wegiel zywnosc,ale sa miliardy zl na propagande i nizancjum PiSu.
Zadluzenie Polski prawie 2 biliony zl i to nasze wnuki beda splacac.",https://twitter.com/nina07676953/status/1598341525741748230,Fri Jan 31 09:31:59 +0000 2020,1223176909439275008,true,,9590,29,16,2,,nina,nina07676953,7827,,,false
,Thu Dec 01 13:52:30 +0000 2022,,,https://twitter.com/WBeatak/status/1571860193243185156,17,1598314096939732995,KrzysztofLipiec,1598273769793097728,372699903,pl,,false,1571860193243185156,3,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@KrzysztofLipiec Zgłaszam partie PiS. Obiecywali embargo na rosyjski węgiel, jak dojdą do władzy. A po otrzymaniu władzy, zaczęli ściągać więcej https://t.co/IMDzSdSFVU",https://twitter.com/prawaprawica/status/1598314096939732995,Wed Oct 16 20:32:07 +0000 2013,718094404,false,...daję do myślenia,60405,2585,2105,8,,Albert Klas,prawaprawica,34430,,,false
,Thu Dec 01 13:21:19 +0000 2022,,,,2,1598306248365162497,Jupiter300571,1598217982592765952,1179800581852029000,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Jupiter300571 U nas podobnie. Może nie z ropą ale węgiel też można spotkać metr pod powierzchnią ziemi.,https://twitter.com/Piotr69450735/status/1598306248365162497,Tue Mar 05 12:26:22 +0000 2019,1102908208933466112,false,"Legalista. Pisior pierwszej kategorii, i tak do piachu i tak do piachu....., uczulony na żydów i zboczeńców.",8494,287,507,2,"Zielona Góra, Polska",PRAWY EMERYTᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,Piotr69450735,3980,,,false
,Thu Dec 01 17:05:15 +0000 2022,Poland JuniorEurovision,,https://eurovoix.com/2022/12/01/roksana-wegiel-junior-eurovision-2022/,37,1598362603918692355,,,,pl,,false,,5,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",🇵🇱 #Poland: Roksana Węgiel Will Not Appear at #JuniorEurovision 2022 https://t.co/C8AHwMafE0,https://twitter.com/Eurovoix/status/1598362603918692355,Fri Apr 15 20:44:24 +0000 2011,282743228,false,"11 years of #Eurovoix ⚡️
Bringing you #Eurovision Song Contest news year-round!
🗞 @eurovoixnote 🌍 @eurovoixworld",4333,17674,845,189,United Kingdom,Eurovoix,Eurovoix,47331,,http://eurovoix.com,false
,Thu Dec 01 17:59:08 +0000 2022,,,,0,1598376163273019407,DiabelPomaga,1598035242665005056,1237477596805333000,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MRebeliant 🤣 jasne jak sobie wyniose wegiel przez plot to taki mandat zaplace,https://twitter.com/Pelagia85561936/status/1598376163273019407,Tue May 05 19:39:48 +0000 2020,1257756871592681472,false,,7228,75,200,0,,Pelagia,Pelagia85561936,525,,,false
,Thu Dec 01 12:43:23 +0000 2022,,,,0,1598296704713121792,WciagamCieNosem,1598296303548911622,760783092634312700,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@WciagamCieNosem 2k. Za Wegiel. Nie ma mialu.,https://twitter.com/LukaszSle/status/1598296704713121792,Fri Jan 15 23:02:52 +0000 2016,4765180945,false,....,207685,1475,1980,6,Częstochowa/W-Wa Polska,Łukasz,LukaszSle,111803,,,false
,Thu Dec 01 15:52:25 +0000 2022,,,,0,1598344273358987264,Piotr18658370,1598331621706551299,968402825758892000,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Piotr18658370 @MKierwinski Idź kup se węgiel po 900 pln.,https://twitter.com/Adam52724763/status/1598344273358987264,Sun Oct 25 07:26:32 +0000 2020,1320265412223918081,false,,12374,81,308,0,,Adam Er,Adam52724763,7687,,,false
,Thu Dec 01 14:10:08 +0000 2022,,,,0,1598318533292838912,JKowalski_posel,1598311432591908864,1150329318633017300,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JKowalski_posel A Janusz Kowalski jak zwykle promuje głupotę w ramach swojej tępej propagandy. 
Przecież wy promowaliście ropę naftową a także gaz a szczególnie węgiel z Rosji. Import tych surowców w czasach waszych rządów był realizowany a nawet zwiększany.",https://twitter.com/MParada1999/status/1598318533292838912,Tue Apr 10 09:46:31 +0000 2018,983642370154606592,true,,19092,30,945,0,,Marcin Parada,MParada1999,2600,,,false
,Thu Dec 01 14:20:00 +0000 2022,,,,0,1598321015825879045,MosinskiJan,1598218314152833024,753647431,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MosinskiJan Gdzie jest węgiel ??????????????

Gdzie jest KPO ??????????????

Gdzie jest 700 MILIARDÓW ??????????????????

Dlaczego PiS dał 2,7 miliarda na TVP ????????????",https://twitter.com/WlodzimierzKuzb/status/1598321015825879045,Sun Dec 26 11:59:33 +0000 2021,1475073765834997765,false,Zostać konkubentem Krystyny Pawłowicz.,11168,257,364,7,Łódź koło Biedronki ,Włodzimierz,WlodzimierzKuzb,12526,,http://wlodzimierzkuzborski.com,false
,Thu Dec 01 14:41:49 +0000 2022,,,,0,1598326506069131265,PremierRP,1598237235555758080,57626153,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@PremierRP @MorawieckiM gdzie jest nasz węgiel dlaczego burzycie i zasypujecie nasze kopalnie skurwysyny bandyci złodzieje pisowskie delegalizacja i więzienie dla was,https://twitter.com/EdKowall/status/1598326506069131265,Sat Jan 01 18:46:24 +0000 2022,1477350404593750017,false,xyz;;;,3741,23,29,4,,Ed Kowall,EdKowall,13408,,,false
,Thu Dec 01 17:48:47 +0000 2022,,,http://dziennik-eurowizyjny.pl/2022/12/01/ukraina-prezentuje-utwory-na-konkurs-kiedy-premiera-utworu-cypru-na-eurowizje-2023-kerfus-z-armenii-poprowadzi-eurowizje-junior-roksana-wegiel-nie-leci-do-erywania/,3,1598373558094385152,,,,pl,,false,,0,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",Ukraina prezentuje utwory na konkurs • Kiedy premiera utworu Cypru na Eurowizję 2023? • “Kerfuś” z Armenii poprowadzi Eurowizję Junior • Roksana Węgiel nie leci do Erywania • Wyciekł fragment próby Wielkiej Brytanii https://t.co/OBPj869ht1,https://twitter.com/MattBlazevic/status/1598373558094385152,Thu Feb 23 23:18:32 +0000 2012,501240517,false,Profil autora Dziennika Eurowizyjnego.,229,385,226,0,Poland,Dziennik Eurowizyjny,MattBlazevic,3167,,http://www.dziennik-eurowizyjny.pl,false
,Thu Dec 01 14:20:23 +0000 2022,,,,2,1598321112261296131,bobik314,1598317666720260099,96645920,pl,,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@bobik314 @jakubwiech 1.1Globalne ocieplenie jest ""mową trawą. Klimat na ziemi  się cyklicznie zmienia a jest on z kolei bardziej pojęciem geofizycznym.
2. Mamy swój węgiel, ale poprzednicy i aktualnie rządzący, woleli uzależniać nas od zagranicznego.",https://twitter.com/Es123Pe/status/1598321112261296131,Mon May 13 07:21:44 +0000 2019,1127836308754305024,false,Zbieram wiśnie,8625,311,94,10,Średniowieczne Podkarpacie ,Antypreparatowiec&Robakosceptyk&Onuca🇵🇱,Es123Pe,6316,,,false
,Thu Dec 01 16:29:00 +0000 2022,,,,2,1598353481886486529,1972tomek,1598292198990434305,625810721,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@1972tomek Jak się Jarosław dowie, że cukry to węglowodany, to każe nałożyć opłatę cukrową na paliwa i węgiel 😁",https://twitter.com/KazanaMarek/status/1598353481886486529,Mon Jul 11 17:07:24 +0000 2022,1546541597789151235,false,,55,6,90,0,,Marek Kazana,KazanaMarek,919,,,false
,Thu Dec 01 15:12:12 +0000 2022,,,https://tarnogorski.info/likwiduja-kopalnia-krupinski/,2,1598334153195388929,,,,pl,,false,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Likwidują kopalnię Krupiński, choć ma węgiel. „Najbardziej zadowolony jest złomiarz” https://t.co/CE2siVpnT2 przez @Śląsk - Tarnowskie Góry - WIADOMOŚCI",https://twitter.com/Mariola38768960/status/1598334153195388929,Fri Jan 08 13:08:34 +0000 2021,1347530440698163203,true,"Odwaga jest w nienawiści u tchórzy. ""Wojna jest zła, lecz nie najgorsza. Jeszcze gorszy jest stan rozkładu i degradacji uczuć moralnych i patriotycznych,, J S M",114852,1558,5000,19,,Mariola,Mariola38768960,54032,,,false
,Thu Dec 01 13:57:20 +0000 2022,,,,13,1598315312918810633,JKowalski_posel,1598311432591908864,1150329318633017300,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@JKowalski_posel Panie Kowalski a Pan i kumple z @SolidarnaPL promujecie węgiel. Kompletnie jesteście w tyle za nowymi technologiami.,https://twitter.com/R_Stachurski/status/1598315312918810633,Fri Jul 22 10:19:29 +0000 2022,1550425081209389059,false,Ekspert ds. bezpieczeństwa i zarządzania kryzysowego. Zwolennik nowelizacji Konstytucji RP. O polityce rozmawiam prywatnie.,4243,919,1306,2,"Legionowo, Sochaczew Polska",Robert Stachurski,R_Stachurski,6101,,https://www.facebook.com/robert.stachurski.5437,false
